NodeID,constellation_name,EnergyConsumption(W)
SAT-90066,mist_synthetic,0.04380985768204786
SAT-90067,mist_synthetic,0.04149797820676842
SAT-90068,mist_synthetic,0.03740241197131608
SAT-90069,mist_synthetic,0.03891055176571577
SAT-90070,mist_synthetic,0.03883520103285853
SAT-90071,mist_synthetic,0.033901897227937794
SAT-90072,mist_synthetic,0.03572624410420209
SAT-90073,mist_synthetic,0.038785143322328214
SAT-90074,mist_synthetic,0.04029174129745739
SAT-90075,mist_synthetic,0.037345507496195605
SAT-90076,mist_synthetic,0.0382754471818831
SAT-90077,mist_synthetic,0.04078117091479897
SAT-90078,mist_synthetic,0.04055932259580785
SAT-90079,mist_synthetic,0.03867852543158921
SAT-90080,mist_synthetic,0.04026859065406635
SAT-90081,mist_synthetic,0.03721018706743004
SAT-90082,mist_synthetic,0.03732937760469934
SAT-90083,mist_synthetic,0.0389048601208183
SAT-90084,mist_synthetic,0.03957380201084692
SAT-90085,mist_synthetic,0.035083154337252564
SAT-90086,mist_synthetic,0.03749155338677894
SAT-90087,mist_synthetic,0.03877920265832946
SAT-90088,mist_synthetic,0.0380883656767299
SAT-90089,mist_synthetic,0.03606377392237072
SAT-90090,mist_synthetic,0.04209754524822073
SAT-90091,mist_synthetic,0.03743714998361003
SAT-90092,mist_synthetic,0.03658388618367109
SAT-90093,mist_synthetic,0.03743426122628692
SAT-90094,mist_synthetic,0.03798974011868782
SAT-90095,mist_synthetic,0.038158668093137574
SAT-90096,mist_synthetic,0.0397898908506376
SAT-90097,mist_synthetic,0.036940466777137
SAT-90098,mist_synthetic,0.0388665932222439
SAT-90099,mist_synthetic,0.037418181012292225
SAT-90100,mist_synthetic,0.03763827826607986
SAT-90101,mist_synthetic,0.034402406763270284
SAT-90102,mist_synthetic,0.03651702010268617
SAT-90103,mist_synthetic,0.0376495793047272
SAT-90104,mist_synthetic,0.03632821898363083
SAT-90105,mist_synthetic,0.03699922020252065
SAT-90106,mist_synthetic,0.03873243601592955
SAT-90107,mist_synthetic,0.03786746915956526
SAT-90108,mist_synthetic,0.036802085202196244
SAT-90109,mist_synthetic,0.037716061701309984
SAT-90110,mist_synthetic,0.0384258589240374
SAT-90111,mist_synthetic,0.033589368457808626
SAT-90112,mist_synthetic,0.0394913625954746
SAT-90113,mist_synthetic,0.037403503699116956
SAT-90114,mist_synthetic,0.03832869261758204
SAT-90115,mist_synthetic,0.034044839746665494
SAT-90116,mist_synthetic,0.03430292386524709
SAT-90117,mist_synthetic,0.03676229399951003
SAT-90118,mist_synthetic,0.03545817897361374
SAT-90119,mist_synthetic,0.038678269372798335
SAT-90120,mist_synthetic,0.041473377744676104
SAT-90121,mist_synthetic,0.03544014363765163
SAT-90122,mist_synthetic,0.03281705611906953
SAT-90123,mist_synthetic,0.038509624135237126
SAT-90124,mist_synthetic,0.03526315415052803
SAT-90125,mist_synthetic,0.03608787575566484
SAT-90126,mist_synthetic,0.03697496246894041
SAT-90127,mist_synthetic,0.03942074969674258
SAT-90128,mist_synthetic,0.036807012688965246
SAT-90129,mist_synthetic,0.03666833049079467
SAT-90130,mist_synthetic,0.03640438494364754
SAT-90131,mist_synthetic,0.03732708900876216
SAT-90132,mist_synthetic,0.039754211629413234
SAT-90133,mist_synthetic,0.03748571919591863
SAT-90134,mist_synthetic,0.034629486870693046
SAT-90135,mist_synthetic,0.03615750440288076
SAT-90136,mist_synthetic,0.03574009792528012
SAT-90137,mist_synthetic,0.03739141864507865
SAT-90138,mist_synthetic,0.038265674129821486
SAT-90139,mist_synthetic,0.04059009191735479
SAT-90140,mist_synthetic,0.03954481445555819
SAT-90141,mist_synthetic,0.03984168928862838
SAT-90142,mist_synthetic,0.039499346236437145
SAT-90143,mist_synthetic,0.041218664334164844
SAT-90144,mist_synthetic,0.03772218910780675
SAT-90145,mist_synthetic,0.04039269910524082
SAT-90146,mist_synthetic,0.03769624248617887
SAT-90147,mist_synthetic,0.038023807210042816
SAT-90148,mist_synthetic,0.0385325821981575
SAT-90149,mist_synthetic,0.03769831028334448
SAT-90150,mist_synthetic,0.03895076008225305
SAT-90151,mist_synthetic,0.0384521423005038
SAT-90152,mist_synthetic,0.03717666681271847
SAT-90153,mist_synthetic,0.037011818215029225
SAT-90154,mist_synthetic,0.03960457539614708
SAT-90155,mist_synthetic,0.039431580087614194
SAT-90156,mist_synthetic,0.03779027704586719
SAT-90157,mist_synthetic,0.04085911832216143
SAT-90158,mist_synthetic,0.039940754670122376
SAT-90159,mist_synthetic,0.03862432528554633
SAT-90160,mist_synthetic,0.037025984736504036
SAT-90161,mist_synthetic,0.03943226371487729
SAT-90162,mist_synthetic,0.03841900565558343
SAT-90163,mist_synthetic,0.03487935512965553
SAT-90164,mist_synthetic,0.04189617231090214
SAT-90165,mist_synthetic,0.04327384452535303
SAT-90166,mist_synthetic,0.036474213723819475
SAT-90167,mist_synthetic,0.03784050341094623
SAT-90168,mist_synthetic,0.03944524309931175
SAT-90169,mist_synthetic,0.03730258329268978
SAT-90170,mist_synthetic,0.03748634125119116
SAT-90171,mist_synthetic,0.03971017262995925
SAT-90172,mist_synthetic,0.03916813606792647
SAT-90173,mist_synthetic,0.043098863231983
SAT-90174,mist_synthetic,0.0388151536428726
SAT-90175,mist_synthetic,0.03688138204878723
SAT-90176,mist_synthetic,0.03703282187726269
SAT-90177,mist_synthetic,0.04224264155665746
SAT-90178,mist_synthetic,0.036682017101979575
SAT-90179,mist_synthetic,0.038460429819097225
SAT-90180,mist_synthetic,0.042014707805486294
SAT-90181,mist_synthetic,0.03686235495657208
SAT-90182,mist_synthetic,0.03924071156549024
SAT-90183,mist_synthetic,0.03621991429998469
SAT-90184,mist_synthetic,0.03657048706636492
SAT-90185,mist_synthetic,0.03699016643281788
SAT-90186,mist_synthetic,0.03531910958455088
SAT-90187,mist_synthetic,0.038932263483398684
SAT-90188,mist_synthetic,0.03817263479789288
SAT-90189,mist_synthetic,0.03993269505557736
SAT-90190,mist_synthetic,0.039620133455800004
SAT-90191,mist_synthetic,0.03898849061089459
SAT-90192,mist_synthetic,0.03667467059526437
SAT-90193,mist_synthetic,0.037272557579564845
SAT-90194,mist_synthetic,0.036303628327910654
SAT-90195,mist_synthetic,0.03634565167137258
SAT-90196,mist_synthetic,0.03529768002135578
SAT-90197,mist_synthetic,0.04175985420121378
SAT-90198,mist_synthetic,0.03864677879163917
SAT-90199,mist_synthetic,0.036934375475878176
SAT-90200,mist_synthetic,0.03876656489388889
SAT-90201,mist_synthetic,0.036231358352284616
SAT-90202,mist_synthetic,0.04024065561623278
SAT-90203,mist_synthetic,0.03570819022295614
SAT-90204,mist_synthetic,0.03870224716517072
SAT-90205,mist_synthetic,0.0413280624386277
SAT-90206,mist_synthetic,0.03697068880762968
SAT-90207,mist_synthetic,0.0374283060768309
SAT-90208,mist_synthetic,0.035381413593612306
SAT-90209,mist_synthetic,0.03705615432171524
SAT-90210,mist_synthetic,0.037632231330827604
SAT-90211,mist_synthetic,0.03669075880504696
SAT-90212,mist_synthetic,0.03789988747782275
SAT-90213,mist_synthetic,0.038174387431904815
SAT-90214,mist_synthetic,0.037456531016663505
SAT-90215,mist_synthetic,0.036731570517748974
SAT-90216,mist_synthetic,0.03603247415701108
SAT-90217,mist_synthetic,0.04029340059292226
SAT-90218,mist_synthetic,0.0384358399413777
SAT-90219,mist_synthetic,0.041232552496291215
SAT-90220,mist_synthetic,0.036098892607152676
SAT-90221,mist_synthetic,0.03752690893194958
SAT-90222,mist_synthetic,0.04028659176466577
SAT-90223,mist_synthetic,0.03837969594219179
SAT-90224,mist_synthetic,0.04009799336328887
SAT-90225,mist_synthetic,0.04172126606131542
SAT-90226,mist_synthetic,0.03529891489592433
SAT-90227,mist_synthetic,0.03802295349968541
SAT-90228,mist_synthetic,0.036180190162205104
SAT-90229,mist_synthetic,0.04510483992481356
SAT-90230,mist_synthetic,0.039067460987508164
SAT-90231,mist_synthetic,0.03739295170646084
SAT-90232,mist_synthetic,0.03493792060591291
SAT-90233,mist_synthetic,0.04335996816952422
SAT-90234,mist_synthetic,0.0382487472659045
SAT-90235,mist_synthetic,0.034579212258222566
SAT-90236,mist_synthetic,0.03510207260647441
SAT-90237,mist_synthetic,0.041554031724011724
SAT-90238,mist_synthetic,0.0407265759789889
SAT-90239,mist_synthetic,0.03914721884265027
SAT-90240,mist_synthetic,0.03881825037078504
SAT-90241,mist_synthetic,0.03627783225314467
SAT-90242,mist_synthetic,0.04028591105228965
SAT-90243,mist_synthetic,0.03858727425882187
SAT-90244,mist_synthetic,0.03870978395444837
SAT-90245,mist_synthetic,0.036362368183808204
SAT-90246,mist_synthetic,0.03966629304495864
SAT-90247,mist_synthetic,0.03831624015184768
SAT-90248,mist_synthetic,0.03840672975032783
SAT-90249,mist_synthetic,0.04157220958132701
SAT-90250,mist_synthetic,0.03896920392047487
SAT-90251,mist_synthetic,0.0350650424670644
SAT-90252,mist_synthetic,0.036832232982849225
SAT-90253,mist_synthetic,0.04064482891257758
SAT-90254,mist_synthetic,0.037086859950350104
SAT-90255,mist_synthetic,0.03917985998631913
SAT-90256,mist_synthetic,0.03817905089644156
SAT-90257,mist_synthetic,0.042247263578323015
SAT-90258,mist_synthetic,0.0367336216978231
SAT-90259,mist_synthetic,0.04075202071404105
SAT-90260,mist_synthetic,0.040684034807028514
SAT-90261,mist_synthetic,0.040474579178006065
SAT-90262,mist_synthetic,0.03699656196345979
SAT-90263,mist_synthetic,0.038078043438324764
SAT-90264,mist_synthetic,0.03949970976468457
SAT-90265,mist_synthetic,0.03626289438758231
SAT-90266,mist_synthetic,0.04260596004917437
SAT-90267,mist_synthetic,0.03629147094843647
SAT-90268,mist_synthetic,0.036262862147150535
SAT-90269,mist_synthetic,0.038587999618793216
SAT-90270,mist_synthetic,0.037670440965512274
SAT-90271,mist_synthetic,0.041503664629849925
SAT-90272,mist_synthetic,0.037509359159076175
SAT-90273,mist_synthetic,0.03998810534089122
SAT-90274,mist_synthetic,0.040071139056058525
SAT-90275,mist_synthetic,0.04007967906272405
SAT-90276,mist_synthetic,0.03564549549549553
SAT-90277,mist_synthetic,0.03841358707151016
SAT-90278,mist_synthetic,0.03764367347284984
SAT-90279,mist_synthetic,0.03711644764553521
SAT-90280,mist_synthetic,0.04078671667378598
SAT-90281,mist_synthetic,0.038994842198686125
SAT-90282,mist_synthetic,0.040269649204819194
SAT-90283,mist_synthetic,0.03486079474678926
SAT-90284,mist_synthetic,0.039223981739888704
SAT-90285,mist_synthetic,0.038116887489965404
SAT-90286,mist_synthetic,0.03834456662049428
SAT-90287,mist_synthetic,0.04006784674406605
SAT-90288,mist_synthetic,0.03619869774973564
SAT-90289,mist_synthetic,0.036392759132425644
SAT-90290,mist_synthetic,0.038507332859954765
SAT-90291,mist_synthetic,0.03866530105601143
SAT-90292,mist_synthetic,0.03779220682783898
SAT-90293,mist_synthetic,0.037711417667107935
SAT-90294,mist_synthetic,0.040867751553239934
SAT-90295,mist_synthetic,0.039836681255061235
SAT-90296,mist_synthetic,0.036805437586401604
SAT-90297,mist_synthetic,0.04120134084150497
SAT-90298,mist_synthetic,0.04162566839708471
SAT-90299,mist_synthetic,0.037928932379199504
SAT-90300,mist_synthetic,0.035752911881280956
SAT-90301,mist_synthetic,0.03835352816441765
SAT-90302,mist_synthetic,0.04149582785349336
SAT-90303,mist_synthetic,0.03813169405748103
SAT-90304,mist_synthetic,0.03746420387627706
SAT-90305,mist_synthetic,0.040167824658930075
SAT-90306,mist_synthetic,0.03995733274895019
SAT-90307,mist_synthetic,0.03906276183905277
SAT-90308,mist_synthetic,0.03900325329417508
SAT-90309,mist_synthetic,0.03896730787151959
SAT-90310,mist_synthetic,0.041210341334046496
SAT-90311,mist_synthetic,0.03704079074320968
SAT-90312,mist_synthetic,0.039683349939590155
SAT-90313,mist_synthetic,0.03955286697552812
SAT-90314,mist_synthetic,0.04020669011315544
SAT-90315,mist_synthetic,0.04040357938746838
SAT-90316,mist_synthetic,0.0364856266567002
SAT-90317,mist_synthetic,0.0402494179849032
SAT-90318,mist_synthetic,0.03964757893869954
SAT-90319,mist_synthetic,0.037336345320081774
SAT-90320,mist_synthetic,0.03964567374751092
SAT-90321,mist_synthetic,0.037575201333639285
SAT-90322,mist_synthetic,0.03965990200190578
SAT-90323,mist_synthetic,0.03762767108452292
SAT-90324,mist_synthetic,0.037319102306460225
SAT-90325,mist_synthetic,0.037044665587059725
SAT-90326,mist_synthetic,0.04228393077318858
SAT-90327,mist_synthetic,0.04241017331697431
SAT-90328,mist_synthetic,0.0344747046962531
SAT-90329,mist_synthetic,0.036204318050446695
SAT-90330,mist_synthetic,0.039057224643189045
SAT-90331,mist_synthetic,0.03856065377905755
SAT-90332,mist_synthetic,0.03490476885303737
SAT-90333,mist_synthetic,0.03818322667040772
SAT-90334,mist_synthetic,0.03675060309092194
SAT-90335,mist_synthetic,0.03831260605235141
SAT-90336,mist_synthetic,0.042134477144822775
SAT-90337,mist_synthetic,0.03706430457912642
SAT-90338,mist_synthetic,0.0358890823337187
SAT-90339,mist_synthetic,0.03800468230859331
SAT-90340,mist_synthetic,0.03642081901447506
SAT-90341,mist_synthetic,0.03645110999387986
SAT-90342,mist_synthetic,0.04444513373754557
SAT-90343,mist_synthetic,0.03970703814130299
SAT-90344,mist_synthetic,0.03708951640393274
SAT-90345,mist_synthetic,0.03893745070341674
SAT-90346,mist_synthetic,0.03754541369320461
SAT-90347,mist_synthetic,0.03691613779626237
SAT-90348,mist_synthetic,0.03511500796970097
SAT-90349,mist_synthetic,0.03905023256378774
SAT-90350,mist_synthetic,0.039591431623417994
SAT-90351,mist_synthetic,0.03728483085296629
SAT-90352,mist_synthetic,0.03776165258183363
SAT-90353,mist_synthetic,0.036356486184778054
SAT-90354,mist_synthetic,0.03654412487138193
SAT-90355,mist_synthetic,0.03755340657663886
SAT-90356,mist_synthetic,0.03523316377842818
SAT-90357,mist_synthetic,0.03888380765612975
SAT-90358,mist_synthetic,0.03654581835067351
SAT-90359,mist_synthetic,0.04179887567267898
SAT-90360,mist_synthetic,0.04042722340792952
SAT-90361,mist_synthetic,0.03858913394477365
SAT-90362,mist_synthetic,0.03639849069639849
SAT-90363,mist_synthetic,0.03940343448394871
SAT-90364,mist_synthetic,0.04076205628601359
SAT-90365,mist_synthetic,0.03542846428789357
SAT-90366,mist_synthetic,0.03955679361925435
SAT-90367,mist_synthetic,0.04047801939878417
SAT-90368,mist_synthetic,0.03920184993833158
SAT-90369,mist_synthetic,0.03917172789080019
SAT-90370,mist_synthetic,0.03667999168868277
SAT-90371,mist_synthetic,0.03985480351035378
SAT-90372,mist_synthetic,0.03838086962238884
SAT-90373,mist_synthetic,0.03863632914092988
SAT-90374,mist_synthetic,0.03973990013081796
SAT-90375,mist_synthetic,0.041468497466292754
SAT-90376,mist_synthetic,0.03924590337936331
SAT-90377,mist_synthetic,0.041077081376949015
SAT-90378,mist_synthetic,0.03670693334384822
SAT-90379,mist_synthetic,0.043441922092780465
SAT-90380,mist_synthetic,0.036576002103081574
SAT-90381,mist_synthetic,0.03592214119048711
SAT-90382,mist_synthetic,0.03881231558451024
SAT-90383,mist_synthetic,0.03949692513761396
SAT-90384,mist_synthetic,0.03869395439656615
SAT-90385,mist_synthetic,0.039930930219496126
SAT-90386,mist_synthetic,0.03733097391508342
SAT-90387,mist_synthetic,0.03738529599852896
SAT-90388,mist_synthetic,0.04052967752451181
SAT-90389,mist_synthetic,0.03742316073175268
SAT-90390,mist_synthetic,0.03646334832804504
SAT-90391,mist_synthetic,0.038229771240831864
SAT-90392,mist_synthetic,0.039730433745687146
SAT-90393,mist_synthetic,0.04013166102888996
SAT-90394,mist_synthetic,0.04107986937669738
SAT-90395,mist_synthetic,0.03728986148986511
SAT-90396,mist_synthetic,0.04433715702531927
SAT-90397,mist_synthetic,0.0402687100028367
SAT-90398,mist_synthetic,0.04530895749422875
SAT-90399,mist_synthetic,0.037083064622017395
SAT-90400,mist_synthetic,0.0378139107275157
SAT-90401,mist_synthetic,0.04174735729704064
SAT-90402,mist_synthetic,0.040203532316284686
SAT-90403,mist_synthetic,0.038245873879478295
SAT-90404,mist_synthetic,0.03728832966833513
SAT-90405,mist_synthetic,0.037570038811874706
SAT-90406,mist_synthetic,0.03716887340001025
SAT-90407,mist_synthetic,0.03926528268241625
SAT-90408,mist_synthetic,0.04152120795223402
SAT-90409,mist_synthetic,0.03956224884633269
SAT-90410,mist_synthetic,0.04229673006051792
SAT-90411,mist_synthetic,0.032865783374674495
SAT-90412,mist_synthetic,0.040154694707098246
SAT-90413,mist_synthetic,0.04078506322369831
SAT-90414,mist_synthetic,0.03719097072307068
SAT-90415,mist_synthetic,0.040751137444341105
SAT-90416,mist_synthetic,0.042169438265446405
SAT-90417,mist_synthetic,0.036204127536144326
SAT-90418,mist_synthetic,0.03819360554666989
SAT-90419,mist_synthetic,0.03881973929120363
SAT-90420,mist_synthetic,0.04025474794627029
SAT-90421,mist_synthetic,0.03535559668890666
SAT-90422,mist_synthetic,0.04175813656140454
SAT-90423,mist_synthetic,0.03710958992855235
SAT-90424,mist_synthetic,0.041338777985499627
SAT-90425,mist_synthetic,0.036391682611595526
SAT-90426,mist_synthetic,0.03616799706505959
SAT-90427,mist_synthetic,0.040708295486065374
SAT-90428,mist_synthetic,0.037756286795996276
SAT-90429,mist_synthetic,0.03859989372938309
SAT-90430,mist_synthetic,0.037533329834055426
SAT-90431,mist_synthetic,0.04190441580792009
SAT-90432,mist_synthetic,0.037684451644259306
SAT-90433,mist_synthetic,0.03464132928856378
SAT-90434,mist_synthetic,0.0419886317632857
SAT-90435,mist_synthetic,0.034819192581977514
SAT-90436,mist_synthetic,0.03659343218995982
SAT-90437,mist_synthetic,0.04254932588229768
SAT-90438,mist_synthetic,0.0426834268713551
SAT-90439,mist_synthetic,0.04194168128801612
SAT-90440,mist_synthetic,0.042168388601919016
SAT-90441,mist_synthetic,0.04050064955733328
SAT-90442,mist_synthetic,0.039442660513771495
SAT-90443,mist_synthetic,0.03981453176784246
SAT-90444,mist_synthetic,0.03715332207586492
SAT-90445,mist_synthetic,0.03955110362881252
SAT-90446,mist_synthetic,0.04194010495127592
SAT-90447,mist_synthetic,0.04069821874292335
SAT-90448,mist_synthetic,0.04187823085524632
SAT-90449,mist_synthetic,0.039478552304921935
SAT-90450,mist_synthetic,0.04496899836403595
SAT-90451,mist_synthetic,0.04021310955261176
SAT-90452,mist_synthetic,0.034365841023161474
SAT-90453,mist_synthetic,0.04100777636029469
SAT-90454,mist_synthetic,0.04245583130759466
SAT-90455,mist_synthetic,0.043635316545113316
SAT-90456,mist_synthetic,0.04092643450763077
SAT-90457,mist_synthetic,0.039991533079702164
SAT-90458,mist_synthetic,0.04271464301731085
SAT-90459,mist_synthetic,0.040016776346040575
SAT-90460,mist_synthetic,0.03833131553979438
SAT-90461,mist_synthetic,0.04367560190353693
SAT-90462,mist_synthetic,0.040783335367609475
SAT-90463,mist_synthetic,0.03999515954936028
SAT-90464,mist_synthetic,0.04019940226898157
SAT-90465,mist_synthetic,0.03804033619812382
SAT-90466,mist_synthetic,0.042323398962152405
SAT-90467,mist_synthetic,0.04152522818594307
SAT-90468,mist_synthetic,0.04220319457484508
SAT-90469,mist_synthetic,0.03939556350415537
SAT-90470,mist_synthetic,0.040044969700327136
SAT-90471,mist_synthetic,0.04247595364462056
SAT-90472,mist_synthetic,0.042634933641181864
SAT-90473,mist_synthetic,0.03927194369984839
SAT-90474,mist_synthetic,0.04522249381371647
SAT-90475,mist_synthetic,0.04558333204023867
SAT-90476,mist_synthetic,0.04125041705579126
SAT-90477,mist_synthetic,0.044892982842181454
SAT-90478,mist_synthetic,0.04431223424029458
SAT-90479,mist_synthetic,0.0447464977027111
SAT-90480,mist_synthetic,0.04447243650205337
SAT-90481,mist_synthetic,0.04053074145135993
SAT-90482,mist_synthetic,0.03736497319699454
SAT-90483,mist_synthetic,0.04468052145047479
SAT-90484,mist_synthetic,0.03474801430662778
SAT-90485,mist_synthetic,0.04015265389900046
SAT-90486,mist_synthetic,0.03944682842886955
SAT-90487,mist_synthetic,0.04235618634551914
SAT-90488,mist_synthetic,0.039602932027543204
SAT-90489,mist_synthetic,0.04594590950601788
SAT-90490,mist_synthetic,0.04023930482827394
SAT-90491,mist_synthetic,0.040310975881882476
SAT-90492,mist_synthetic,0.03746550551129641
SAT-90493,mist_synthetic,0.039453561029969594
SAT-90494,mist_synthetic,0.04310191227228493
SAT-90495,mist_synthetic,0.03815838089392988
SAT-90496,mist_synthetic,0.04064277458836594
SAT-90497,mist_synthetic,0.04275372413761462
SAT-90498,mist_synthetic,0.04054681426115077
SAT-90499,mist_synthetic,0.0414835347602016
SAT-90500,mist_synthetic,0.04041657604846531
SAT-90501,mist_synthetic,0.038643522033004286
SAT-90502,mist_synthetic,0.04106685078879224
SAT-90503,mist_synthetic,0.04336288821666738
SAT-90504,mist_synthetic,0.04396532227250683
SAT-90505,mist_synthetic,0.04310235042152358
SAT-90506,mist_synthetic,0.038620794549523024
SAT-90507,mist_synthetic,0.04123314261282766
SAT-90508,mist_synthetic,0.036945640735215536
SAT-90509,mist_synthetic,0.03874793762584327
SAT-90510,mist_synthetic,0.0456601078522437
SAT-90511,mist_synthetic,0.04209447664108352
SAT-90512,mist_synthetic,0.041219381699111685
SAT-90513,mist_synthetic,0.039682728618773824
SAT-90514,mist_synthetic,0.0380354472440165
SAT-90515,mist_synthetic,0.03988139328278996
SAT-90516,mist_synthetic,0.03924097994000867
SAT-90517,mist_synthetic,0.03990347744673925
SAT-90518,mist_synthetic,0.03795554170892691
SAT-90519,mist_synthetic,0.040900946793848265
SAT-90520,mist_synthetic,0.03939383755298262
SAT-90521,mist_synthetic,0.04339247718282061
SAT-90522,mist_synthetic,0.03795735736176539
SAT-90523,mist_synthetic,0.04295321907777898
SAT-90524,mist_synthetic,0.03840683255948039
SAT-90525,mist_synthetic,0.043083166944402417
SAT-90526,mist_synthetic,0.038459884402085885
SAT-90527,mist_synthetic,0.0398900632837809
SAT-90528,mist_synthetic,0.03779424601999737
SAT-90529,mist_synthetic,0.03710750508185756
SAT-90530,mist_synthetic,0.041800417708503027
SAT-90531,mist_synthetic,0.03766107164256554
SAT-90532,mist_synthetic,0.03907413825053488
SAT-90533,mist_synthetic,0.03602905462947224
SAT-90534,mist_synthetic,0.044278705913493165
SAT-90535,mist_synthetic,0.03759729631026865
SAT-90536,mist_synthetic,0.03930685110846798
SAT-90537,mist_synthetic,0.03549262552455399
SAT-90538,mist_synthetic,0.03661345359889649
SAT-90539,mist_synthetic,0.0412941933992569
SAT-90540,mist_synthetic,0.040922732777653195
SAT-90541,mist_synthetic,0.03953617760901531
SAT-90542,mist_synthetic,0.038514951475136734
SAT-90543,mist_synthetic,0.04158915916349463
SAT-90544,mist_synthetic,0.04005517465651186
SAT-90545,mist_synthetic,0.03936689557010566
SAT-90546,mist_synthetic,0.038058119667406895
SAT-90547,mist_synthetic,0.04124714128683471
SAT-90548,mist_synthetic,0.0393693920709459
SAT-90549,mist_synthetic,0.03967916794534286
SAT-90550,mist_synthetic,0.03951808911978896
SAT-90551,mist_synthetic,0.03952915948482362
SAT-90552,mist_synthetic,0.039454417351910936
SAT-90553,mist_synthetic,0.03719471347173925
SAT-90554,mist_synthetic,0.040291907300232715
SAT-90555,mist_synthetic,0.04019129574869092
SAT-90556,mist_synthetic,0.037686182155852385
SAT-90557,mist_synthetic,0.038379089789408315
SAT-90558,mist_synthetic,0.03791202998132401
SAT-90559,mist_synthetic,0.04082395117620324
SAT-90560,mist_synthetic,0.03941710799630281
SAT-90561,mist_synthetic,0.042958801982991394
SAT-90562,mist_synthetic,0.03724255991931284
SAT-90563,mist_synthetic,0.040127753816043846
SAT-90564,mist_synthetic,0.039434616478101495
SAT-90565,mist_synthetic,0.036835812980347896
SAT-90566,mist_synthetic,0.03320772870797115
SAT-90567,mist_synthetic,0.038743526582064494
SAT-90568,mist_synthetic,0.037757250616770814
SAT-90569,mist_synthetic,0.038345670724074854
SAT-90570,mist_synthetic,0.040056817169555566
SAT-90571,mist_synthetic,0.03866751983550956
SAT-90572,mist_synthetic,0.0390395409783037
SAT-90573,mist_synthetic,0.038450078857950015
SAT-90574,mist_synthetic,0.04013566132065276
SAT-90575,mist_synthetic,0.0341418850206891
SAT-90576,mist_synthetic,0.037325041172773576
SAT-90577,mist_synthetic,0.03768435208880236
SAT-90578,mist_synthetic,0.04158670906093311
SAT-90579,mist_synthetic,0.03579255190946502
